filepath,title,year
"Documents/An inaugural discourse_ delivered before the New York Historical Society_ 4th September_ 1816; the 206th anniversary of the discovery of New-York_ by   %1816.txt","An inaugural discourse_ delivered before the New York Historical Society_ 4th September_ 1816; the 206th anniversary of the discovery of New-York_ by   ",1816
"Documents/An inaugural discourse_ delivered before the New-York historical society_  _   %1816.txt","An inaugural discourse_ delivered before the New-York historical society_  _   ",1816
"Documents/An index of dates_ Comprehending the principal facts in the chronology and history of the world_ from the earliest to the present time_  v_1_   %1858.txt","An index of dates_ Comprehending the principal facts in the chronology and history of the world_ from the earliest to the present time_  v_1_   ",1858
"Documents/An index of dates_ Comprehending the principal facts in the chronology and history of the world_ from the earliest to the present time_ Alphabetically  %1858.txt","An index of dates_ Comprehending the principal facts in the chronology and history of the world_ from the earliest to the present time_ Alphabetically  ",1858
"Documents/An index of dates_ Comprehending the principal facts in the chronology and history of the world_ from the earliest to the present time_ Alphabetically  %1859.txt","An index of dates_ Comprehending the principal facts in the chronology and history of the world_ from the earliest to the present time_ Alphabetically  ",1859
"Documents/An inquiry into the permanent causes of the decline and fall of powerful and wealthy nations_  _   %1805.txt","An inquiry into the permanent causes of the decline and fall of powerful and wealthy nations_  _   ",1805
"Documents/An inquiry into the permanent causes of the decline and fall of powerful and wealthy nations_ Designed to shew how the prosperity  of the British Empi  %1805.txt","An inquiry into the permanent causes of the decline and fall of powerful and wealthy nations_ Designed to shew how the prosperity  of the British Empi  ",1805
"Documents/An inquiry into the theories of history with special reference to the principles of the positve philosophy_  _   %1862.txt","An inquiry into the theories of history with special reference to the principles of the positve philosophy_  _   ",1862
"Documents/An inquiry into the truth of history_ By the author of _Remarks upon the supposed Dionysius Longinus___  _   %1830.txt","An inquiry into the truth of history_ By the author of _Remarks upon the supposed Dionysius Longinus___  _   ",1830
"Documents/An introduction to Latin syntax_ or_ an exemplification of the rules of construction_ ___ To which is subjoined_ an epitome of ancient history_ ___ By  %1800.txt","An introduction to Latin syntax_ or_ an exemplification of the rules of construction_ ___ To which is subjoined_ an epitome of ancient history_ ___ By  ",1800
"Documents/An introduction to the study of universal history _ two dissertations _ by Sir John Stoddart_  _   %1850.txt","An introduction to the study of universal history _ two dissertations _ by Sir John Stoddart_  _   ",1850
"Documents/An introduction to the study of universal history_ Two dissertations_ I_ On the uses of history as a study_ II_ On the separation of the early facts o  %1850.txt","An introduction to the study of universal history_ Two dissertations_ I_ On the uses of history as a study_ II_ On the separation of the early facts o  ",1850
"Documents/An outline of general history _ for the use of schools _ by M_E_ Thalheimer_  _   %1883.txt","An outline of general history _ for the use of schools _ by M_E_ Thalheimer_  _   ",1883
"Documents/An outline of general history_ for the use of schools_  _   %1877.txt","An outline of general history_ for the use of schools_  _   ",1877
"Documents/An universal biographical and historical dictionary; containing a faithful account of the lives_ actions_ and characters of the most eminent persons o  %1800.txt","An universal biographical and historical dictionary; containing a faithful account of the lives_ actions_ and characters of the most eminent persons o  ",1800
"Documents/Analysis of English and French history_ for the use of schools and candidates preparing for examination; with a brief notice of contemporary events an  %1868.txt","Analysis of English and French history_ for the use of schools and candidates preparing for examination; with a brief notice of contemporary events an  ",1868
"Documents/Analytic history_ for schools_ founded upon the Esquisses historiques of M_ D_ Levi_  _   %1848.txt","Analytic history_ for schools_ founded upon the Esquisses historiques of M_ D_ Levi_  _   ",1848
"Documents/Ancient and mediæval republics_ a review of their institutions_ and of the causes of their decline and fall_ By Henry Mann_  _   %1879.txt","Ancient and mediæval republics_ a review of their institutions_ and of the causes of their decline and fall_ By Henry Mann_  _   ",1879
"Documents/Ancient Egyptian Jewelry A Picture Book   %1940.txt","Ancient Egyptian Jewelry A Picture Book   ",1940
"Documents/Ancient history of the Egyptians_ Carthaginians_ Assyrians_ Babylonians_ Medes _ Persians_ Macedonians_ _ Grecians_ Tr_ from the French_  v_1_   %1819.txt","Ancient history of the Egyptians_ Carthaginians_ Assyrians_ Babylonians_ Medes _ Persians_ Macedonians_ _ Grecians_ Tr_ from the French_  v_1_   ",1819
"Documents/Animadversions on Dr_ Haweis' impartial and succinct history of the Church of Christ_ by the Rev_ Isaac Milner_ ___ Being the preface to the second ed  %1800.txt","Animadversions on Dr_ Haweis' impartial and succinct history of the Church of Christ_ by the Rev_ Isaac Milner_ ___ Being the preface to the second ed  ",1800
"Documents/Annals and magazine of natural history _ including zoology_ botany and geology   %1838.txt","Annals and magazine of natural history _ including zoology_ botany and geology   ",1838
"Documents/Annals and magazine of natural history _ including zoology_ botany and geology   %1840.txt","Annals and magazine of natural history _ including zoology_ botany and geology   ",1840
"Documents/Annals and magazine of natural history _ including zoology_ botany and geology   %1841.txt","Annals and magazine of natural history _ including zoology_ botany and geology   ",1841
"Documents/Annals and magazine of natural history _ including zoology_ botany and geology   %1842.txt","Annals and magazine of natural history _ including zoology_ botany and geology   ",1842
"Documents/Annals and magazine of natural history _ including zoology_ botany and geology   %1843.txt","Annals and magazine of natural history _ including zoology_ botany and geology   ",1843
"Documents/Annals and magazine of natural history _ including zoology_ botany and geology   %1844.txt","Annals and magazine of natural history _ including zoology_ botany and geology   ",1844
"Documents/Annals and magazine of natural history _ including zoology_ botany and geology   %1845.txt","Annals and magazine of natural history _ including zoology_ botany and geology   ",1845
"Documents/Annals and magazine of natural history _ including zoology_ botany and geology   %1848.txt","Annals and magazine of natural history _ including zoology_ botany and geology   ",1848
"Documents/Annals and magazine of natural history _ including zoology_ botany and geology   %1851.txt","Annals and magazine of natural history _ including zoology_ botany and geology   ",1851
"Documents/Annals and magazine of natural history _ including zoology_ botany and geology   %1853.txt","Annals and magazine of natural history _ including zoology_ botany and geology   ",1853
"Documents/Annals and magazine of natural history _ including zoology_ botany and geology   %1856.txt","Annals and magazine of natural history _ including zoology_ botany and geology   ",1856
"Documents/Annals and magazine of natural history _ including zoology_ botany and geology   %1859.txt","Annals and magazine of natural history _ including zoology_ botany and geology   ",1859
"Documents/Annals of Medical History 1934-01_ Vol 6 Iss 1   %1934.txt","Annals of Medical History 1934-01_ Vol 6 Iss 1   ",1934
"Documents/Annals of Medical History 1937-11_ Vol 9 Iss 6   %1937.txt","Annals of Medical History 1937-11_ Vol 9 Iss 6   ",1937
"Documents/Annals of Medical History 1940-03_ Vol 2 Iss 2   %1940.txt","Annals of Medical History 1940-03_ Vol 2 Iss 2   ",1940
"Documents/Annals of Medical History 1941-11_ Vol 3 Iss 6   %1941.txt","Annals of Medical History 1941-11_ Vol 3 Iss 6   ",1941
"Documents/Annals of Medical History Spring 1925_ Vol 7 Iss 1   %1925.txt","Annals of Medical History Spring 1925_ Vol 7 Iss 1   ",1925
"Documents/Annals of the History of Computing 1989_ Vol 11 Table of Contents   %1989.txt","Annals of the History of Computing 1989_ Vol 11 Table of Contents   ",1989
"Documents/Annual report for the year 1891 The Historical _ Scientific Society of Manitoba_  _   %1892.txt","Annual report for the year 1891 The Historical _ Scientific Society of Manitoba_  _   ",1892
"Documents/Annual report of Major General John R_ Brooke_ U_S_ Army_ commanding the Division of Cuba_  _   %1899.txt","Annual report of Major General John R_ Brooke_ U_S_ Army_ commanding the Division of Cuba_  _   ",1899
